0,Store ID,Gregorian Date,Hijri Date,Day,Greg. Month,Hijri Month,Location,Store Size,Parking,Mall,Work Hours,Cost/day,Promotion,Customer Base,Advertisements,Competition,Customers,Profit/day
153,fil-3411,2009-08-25 00:00:00,1430-09-04,Tuesday,August,Ramadhan,Center,Hyper,760,Yes,24 hrs,SAR 82950.0,None,663033,0,11,5569,SAR 255145
154,fil-3401,2009-08-26 00:00:00,1430-09-05,Wednesday,August,Ramadhan,Center,Hyper,445,Yes,24 hrs,SAR 41021.0,None,290397,0,10,2265,SAR 112935
155,fil-3402,2009-08-26 00:00:00,1430-09-05,Wednesday,,Ramadhan,Center,Hyper,640,No,18 hrs,SAR 37238.0,None,667405,0,8,11056,SAR 603528
156,fil-3403,2009-08-26 00:00:00,1430-09-05,Wednesday,,Ramadhan,Center,,1995,No,18 hrs,SAR 848548.0,None,729725,0,6,12634,SAR 708068
157,fil-3404,2009-08-26 00:00:00,1430-09-05,Wednesday,August,Ramadhan,Border,Grande,3125,Yes,18 hrs,SAR 347691.0,Regular,488370,293022,2,3838,SAR 183542
158,fil-3405,2009-08-26 00:00:00,1430-09-05,Wednesday,August,Ramadhan,Center,Hyper,925,Yes,12 hrs,SAR 17256.0,Regular,452525,181010,5,5588,SAR 272210
159,fil-3406,2009-08-26 00:00:00,1430-09-05,Wednesday,August,Ramadhan,Border,Hyper,1645,Yes,24 hrs,SAR 23736.0,Grand,236392,70917,2,1817,SAR 99073
160,fil-3407,2009-08-26 00:00:00,1430-09-05,Wednesday,August,Ramadhan,Center,Hyper,870,Yes,12 hrs,SAR 12253.0,None,589460,0,10,7073,SAR 363777
161,fil-3408,2009-08-26 00:00:00,1430-09-05,Wednesday,Aug,Ramadhan,Outskirts,Regular,1535,No,12 hrs,SAR 918.0,None,174218,0,1,2834,SAR 119356
162,fil-3409,2009-08-26 00:00:00,1430-09-05,Wednesday,,Ramadhan,Border,Grande,3070,No,12 hrs,SAR 127292.0,Regular,650780,195234,1,9488,SAR 412357
163,fil-3410,2009-08-26 00:00:00,1430-09-05,Wed,August,Ramadhan,Center,,300,No,12 hrs,SAR 7732.0,None,343687,0,5,3332,SAR 167890
164,fil-3411,2009-08-26 00:00:00,1430-09-05,Wednesday,August,Ramadhan,Center,Hyper,760,Yes,24 hrs,SAR 86405.0,None,663033,0,11,8354,SAR 435205
165,fil-3401,2009-08-27 00:00:00,1430-09-06,Thursday,,Ramadhan,Center,Hyper,445,Yes,24 hrs,SAR 43784.0,None,290397,0,10,2090,SAR 104302
166,fil-3402,2009-08-27 00:00:00,1430-09-06,Thursday,,Ramadhan,Center,Hyper,640,No,18 hrs,SAR 39221.0,None,667405,0,8,9009,SAR 394076
167,fil-3403,2009-08-27 00:00:00,1430-09-06,Thursday,Aug,Ramadhan,Center,Grande,1995,No,18 hrs,SAR 717717.0,None,729725,0,6,7794,SAR 393243
168,fil-3404,2009-08-27 00:00:00,1430-09-06,Thursday,August,Ramadhan,Border,Grande,3125,Yes,18 hrs,SAR 370104.0,None,488370,0,2,8219,SAR 376744
169,fil-3405,2009-08-27 00:00:00,1430-09-06,Thu,August,Ramadhan,Center,Hyper,925,Yes,12 hrs,SAR 19318.0,Regular,452525,181010,5,6471,SAR 345755
170,fil-3406,2009-08-27 00:00:00,1430-09-06,Thursday,August,Ramadhan,Border,Hyper,1645,Yes,24 hrs,SAR 24402.0,Regular,236392,118196,2,4340,SAR 218286
171,fil-3407,2009-08-27 00:00:00,1430-09-06,Thursday,,Ramadhan,Center,Hyper,870,Yes,12 hrs,SAR 13196.0,Grand,589460,235784,10,6366,SAR 370607
172,fil-3408,2009-08-27 00:00:00,1430-09-06,Thursday,Aug,Ramadhan,,Regular,1535,No,12 hrs,SAR 1089.0,None,174218,0,1,2459,SAR 111917
173,fil-3409,2009-08-27 00:00:00,1430-09-06,Thu,August,Ramadhan,Border,Grande,3070,No,12 hrs,SAR 108034.0,None,650780,0,1,10299,SAR 527827
174,fil-3410,2009-08-27 00:00:00,1430-09-06,,Aug,Ramadhan,Center,Regular,300,No,12 hrs,SAR 8521.0,Regular,343687,171843,5,5781,SAR 350408
175,fil-3411,2009-08-27 00:00:00,1430-09-06,Thu,August,Ramadhan,,Hyper,760,Yes,24 hrs,SAR 72817.0,None,663033,0,11,7160,SAR 385736
176,fil-3401,2009-08-28 00:00:00,1430-09-07,Friday,Aug,Ramadhan,Center,Hyper,445,Yes,24 hrs,SAR 43160.0,Regular,290397,174238,10,3988,SAR 220675
177,fil-3402,2009-08-28 00:00:00,1430-09-07,Friday,August,Ramadhan,Center,Hyper,640,No,18 hrs,SAR 36153.0,None,667405,0,8,14091,SAR 680864
178,fil-3403,2009-08-28 00:00:00,1430-09-07,Friday,Aug,Ramadhan,Center,Grande,1995,No,18 hrs,SAR 686887.0,None,729725,0,6,16322,SAR 926203
179,fil-3404,2009-08-28 00:00:00,1430-09-07,Friday,August,Ramadhan,Border,Grande,3125,Yes,18 hrs,SAR 264905.0,None,488370,0,2,4546,SAR 221546
180,fil-3405,2009-08-28 00:00:00,1430-09-07,Friday,August,Ramadhan,Center,Hyper,925,Yes,12 hrs,SAR 13331.0,None,452525,0,5,5538,SAR 230793
181,fil-3406,2009-08-28 00:00:00,1430-09-07,Friday,August,Ramadhan,Border,Hyper,1645,Yes,24 hrs,SAR 22086.0,Regular,236392,94556,2,2252,SAR 117620
182,fil-3407,2009-08-28 00:00:00,1430-09-07,Friday,August,Ramadhan,Center,Hyper,870,Yes,12 hrs,SAR 13228.0,Regular,589460,235784,10,10235,SAR 516298
183,fil-3408,2009-08-28 00:00:00,1430-09-07,Friday,August,Ramadhan,Outskirts,Regular,1535,No,12 hrs,SAR 1216.0,Grand,174218,87109,1,3944,SAR 192367
184,fil-3409,2009-08-28 00:00:00,1430-09-07,Friday,August,Ramadhan,Border,Grande,3070,No,12 hrs,SAR 156282.0,None,650780,0,1,16540,SAR 1039516
185,fil-3410,2009-08-28 00:00:00,1430-09-07,Friday,,Ramadhan,Center,Regular,300,No,12 hrs,SAR 7259.0,None,343687,0,5,6198,SAR 333979
186,fil-3411,2009-08-28 00:00:00,1430-09-07,Fri,August,Ramadhan,,Hyper,760,Yes,24 hrs,SAR 79979.0,Regular,663033,198909,11,4375,SAR 191575
187,fil-3401,2009-08-29 00:00:00,1430-09-08,Saturday,August,Ramadhan,Center,Hyper,445,Yes,24 hrs,SAR 44059.0,None,290397,0,10,2876,SAR 145695
188,fil-3402,2009-08-29 00:00:00,1430-09-08,Saturday,August,Ramadhan,,Hyper,640,No,18 hrs,SAR 40855.0,Regular,667405,200221,8,13014,SAR 743957
189,fil-3403,2009-08-29 00:00:00,1430-09-08,Saturday,Aug,Ramadhan,Center,Grande,1995,No,18 hrs,SAR 706568.0,None,729725,0,6,14588,SAR 822992
190,fil-3404,2009-08-29 00:00:00,1430-09-08,Sat,Aug,Ramadhan,Border,Grande,3125,Yes,18 hrs,SAR 429122.0,None,488370,0,2,5684,SAR 236580
191,fil-3405,2009-08-29 00:00:00,1430-09-08,Saturday,August,Ramadhan,Center,Hyper,925,Yes,12 hrs,SAR 17239.0,None,452525,0,5,3737,SAR 175022
192,fil-3406,2009-08-29 00:00:00,1430-09-08,Sat,August,Ramadhan,Border,Hyper,1645,Yes,24 hrs,SAR 24929.0,None,236392,0,2,3408,SAR 173376
193,fil-3407,2009-08-29 00:00:00,1430-09-08,Sat,August,Ramadhan,Center,Hyper,870,Yes,12 hrs,SAR 11930.0,Regular,589460,235784,10,4597,SAR 227078
194,fil-3408,2009-08-29 00:00:00,1430-09-08,Saturday,August,Ramadhan,,Regular,1535,No,12 hrs,SAR 1260.0,Regular,174218,52265,1,4628,SAR 192145
195,fil-3409,2009-08-29 00:00:00,1430-09-08,Saturday,August,Ramadhan,Border,Grande,3070,No,12 hrs,SAR 139275.0,Grand,650780,260312,1,11745,SAR 681242
196,fil-3410,2009-08-29 00:00:00,1430-09-08,Sat,August,Ramadhan,Center,Regular,300,No,12 hrs,SAR 7521.0,None,343687,0,5,5788,SAR 288088
197,fil-3411,2009-08-29 00:00:00,1430-09-08,Saturday,August,Ramadhan,Center,Hyper,760,Yes,24 hrs,SAR 81897.0,None,663033,0,11,9285,SAR 430402
198,fil-3401,2009-08-30 00:00:00,1430-09-09,Sun,August,Ramadhan,Center,Hyper,445,Yes,24 hrs,SAR 51127.0,None,290397,0,10,3658,SAR 197526
199,fil-3402,2009-08-30 00:00:00,1430-09-09,Sunday,Aug,Ramadhan,Center,Hyper,640,No,18 hrs,SAR 37968.0,None,667405,0,8,8747,SAR 404484
200,fil-3403,2009-08-30 00:00:00,1430-09-09,Sunday,August,Ramadhan,Center,Grande,1995,No,18 hrs,SAR 812926.0,Regular,729725,364862,6,7713,SAR 415836
201,fil-3404,2009-08-30 00:00:00,1430-09-09,Sunday,August,Ramadhan,Border,Grande,3125,Yes,18 hrs,SAR 352543.0,None,488370,0,2,8802,SAR 357853
202,fil-3405,2009-08-30 00:00:00,1430-09-09,Sunday,August,Ramadhan,Center,Hyper,925,Yes,12 hrs,SAR 19275.0,None,452525,0,5,4412,SAR 220491
203,fil-3406,2009-08-30 00:00:00,1430-09-09,Sunday,August,Ramadhan,Border,Hyper,1645,Yes,24 hrs,SAR 23561.0,None,236392,0,2,4009,SAR 203509
204,fil-3407,2009-08-30 00:00:00,1430-09-09,Sunday,,Ramadhan,Center,Hyper,870,Yes,12 hrs,SAR 14262.0,None,589460,0,10,7073,SAR 397654
205,fil-3408,2009-08-30 00:00:00,1430-09-09,Sunday,August,Ramadhan,Outskirts,Regular,1535,No,12 hrs,SAR 1070.0,Regular,174218,69687,1,3896,SAR 168083
206,fil-3409,2009-08-30 00:00:00,1430-09-09,Sunday,,Ramadhan,Border,Grande,3070,No,12 hrs,SAR 112915.0,Regular,650780,390468,1,11151,SAR 578634
207,fil-3410,2009-08-30 00:00:00,1430-09-09,Sunday,August,Ramadhan,Center,Regular,300,No,12 hrs,SAR 8938.0,Grand,343687,103106,5,3627,SAR 194878
208,fil-3411,2009-08-30 00:00:00,1430-09-09,,August,Ramadhan,Center,,760,Yes,24 hrs,SAR 84640.0,None,663033,0,11,6365,SAR 301419
209,fil-3401,2009-08-31 00:00:00,1430-09-10,Monday,August,Ramadhan,Center,Hyper,445,Yes,24 hrs,SAR 41553.0,Grand,290397,116158,10,1916,SAR 92001
210,fil-3402,2009-08-31 00:00:00,1430-09-10,Monday,August,Ramadhan,,Hyper,640,No,18 hrs,SAR 27876.0,None,667405,0,8,11528,SAR 558600
211,fil-3403,2009-08-31 00:00:00,1430-09-10,Monday,August,Ramadhan,Center,Grande,1995,No,18 hrs,SAR 771931.0,None,729725,0,6,7171,SAR 324938
212,fil-3404,2009-08-31 00:00:00,1430-09-10,Monday,,Ramadhan,Border,,3125,Yes,18 hrs,SAR 350800.0,Regular,488370,146511,2,7628,SAR 355130
213,fil-3405,2009-08-31 00:00:00,1430-09-10,Monday,August,Ramadhan,Center,Hyper,925,Yes,12 hrs,SAR 16406.0,None,452525,0,5,5588,SAR 300914
214,fil-3406,2009-08-31 00:00:00,1430-09-10,Monday,August,Ramadhan,Border,Hyper,1645,Yes,24 hrs,SAR 23341.0,None,236392,0,2,3094,SAR 158370
215,fil-3407,2009-08-31 00:00:00,1430-09-10,Monday,August,Ramadhan,Center,Hyper,870,Yes,12 hrs,SAR 14332.0,None,589460,0,10,8134,SAR 446012
216,fil-3408,2009-08-31 00:00:00,1430-09-10,Monday,August,Ramadhan,Outskirts,Regular,1535,No,12 hrs,SAR 1147.0,None,174218,0,1,3330,SAR 180935
217,fil-3409,2009-08-31 00:00:00,1430-09-10,Monday,August,Ramadhan,Border,,3070,No,12 hrs,SAR 123867.0,Regular,650780,260312,1,5948,SAR 344362
218,fil-3410,2009-08-31 00:00:00,1430-09-10,Monday,August,Ramadhan,Center,Regular,300,No,12 hrs,SAR 7710.0,Regular,343687,171843,5,4201,SAR 213714
219,fil-3411,2009-08-31 00:00:00,1430-09-10,Monday,August,Ramadhan,Center,Hyper,760,Yes,24 hrs,SAR 76992.0,Grand,663033,198909,11,7160,SAR 383754
220,fil-3401,2009-09-01 00:00:00,1430-09-11,Tue,,Ramadhan,Center,Hyper,445,Yes,24 hrs,SAR 53632.0,Regular,290397,174238,10,1916,SAR 87769
221,fil-3402,2009-09-01 00:00:00,1430-09-11,,September,Ramadhan,Center,Hyper,640,No,18 hrs,SAR 33008.0,Grand,667405,200221,8,9406,SAR 478054
222,fil-3403,2009-09-01 00:00:00,1430-09-11,Tuesday,September,Ramadhan,Center,Grande,1995,No,18 hrs,SAR 741241.0,None,729725,0,6,7304,SAR 402561
223,fil-3404,2009-09-01 00:00:00,1430-09-11,,September,Ramadhan,Border,Grande,3125,Yes,18 hrs,SAR 328439.0,None,488370,0,2,9177,SAR 489718
224,fil-3405,2009-09-01 00:00:00,1430-09-11,Tue,,Ramadhan,Center,Hyper,925,Yes,12 hrs,SAR 13771.0,Regular,452525,135757,5,3823,SAR 170854
225,fil-3406,2009-09-01 00:00:00,1430-09-11,Tuesday,September,Ramadhan,Border,,1645,Yes,24 hrs,SAR 22952.0,None,236392,0,2,2747,SAR 161926
226,fil-3407,2009-09-01 00:00:00,1430-09-11,Tuesday,September,Ramadhan,,Hyper,870,Yes,12 hrs,SAR 12257.0,None,589460,0,10,6012,SAR 354346
227,fil-3408,2009-09-01 00:00:00,1430-09-11,,Sep,Ramadhan,Outskirts,Regular,1535,No,12 hrs,SAR 948.0,None,174218,0,1,2153,SAR 113653
228,fil-3409,2009-09-01 00:00:00,1430-09-11,Tuesday,September,Ramadhan,Border,Grande,3070,No,12 hrs,SAR 137069.0,None,650780,0,1,7969,SAR 411276
229,fil-3410,2009-09-01 00:00:00,1430-09-11,,September,Ramadhan,Center,Regular,300,No,12 hrs,SAR 7735.0,Regular,343687,171843,5,3703,SAR 166387
230,fil-3411,2009-09-01 00:00:00,1430-09-11,Tuesday,September,Ramadhan,,Hyper,760,Yes,24 hrs,SAR 75304.0,Regular,663033,397819,11,8752,SAR 538828
231,fil-3401,2009-09-02 00:00:00,1430-09-12,Wed,September,Ramadhan,Center,Hyper,445,Yes,24 hrs,SAR 49098.0,Regular,290397,174238,10,3484,SAR 161187
232,fil-3402,2009-09-02 00:00:00,1430-09-12,,Sep,Ramadhan,Center,Hyper,640,No,18 hrs,SAR 35021.0,Regular,667405,266962,8,9827,SAR 539412
233,fil-3403,2009-09-02 00:00:00,1430-09-12,Wednesday,September,Ramadhan,Center,Grande,1995,No,18 hrs,SAR 685168.0,Grand,729725,291890,6,10440,SAR 586881
234,fil-3404,2009-09-02 00:00:00,1430-09-12,Wednesday,September,Ramadhan,Border,,3125,Yes,18 hrs,SAR 327982.0,None,488370,0,2,3701,SAR 160157
235,fil-3405,2009-09-02 00:00:00,1430-09-12,Wednesday,September,Ramadhan,Center,Hyper,925,Yes,12 hrs,SAR 18265.0,None,452525,0,5,6176,SAR 280625
236,fil-3406,2009-09-02 00:00:00,1430-09-12,Wednesday,September,Ramadhan,,,1645,Yes,24 hrs,SAR 27613.0,Regular,236392,94556,2,2192,SAR 107895
237,fil-3407,2009-09-02 00:00:00,1430-09-12,Wednesday,September,Ramadhan,Center,,870,Yes,12 hrs,SAR 14937.0,None,589460,0,10,7427,SAR 335543
238,fil-3408,2009-09-02 00:00:00,1430-09-12,Wednesday,September,Ramadhan,Outskirts,Regular,1535,No,12 hrs,SAR 1098.0,None,174218,0,1,2997,SAR 157073
239,fil-3409,2009-09-02 00:00:00,1430-09-12,,September,Ramadhan,Border,Grande,3070,No,12 hrs,SAR 117911.0,None,650780,0,1,6026,SAR 289130
240,fil-3410,2009-09-02 00:00:00,1430-09-12,Wednesday,,Ramadhan,Center,Regular,300,No,12 hrs,SAR 7755.0,None,343687,0,5,5432,SAR 271300
241,fil-3411,2009-09-02 00:00:00,1430-09-12,Wednesday,September,Ramadhan,Center,,760,Yes,24 hrs,SAR 86920.0,Regular,663033,265213,11,5569,SAR 329958
242,fil-3401,2009-09-03 00:00:00,1430-09-13,Thursday,Sep,Ramadhan,Center,Hyper,445,Yes,24 hrs,SAR 45407.0,None,290397,0,10,2439,SAR 112245
243,fil-3402,2009-09-03 00:00:00,1430-09-13,Thursday,,Ramadhan,Center,Hyper,640,No,18 hrs,SAR 36815.0,Regular,667405,266962,8,11584,SAR 589374
244,fil-3403,2009-09-03 00:00:00,1430-09-13,Thursday,September,Ramadhan,Center,Grande,1995,No,18 hrs,SAR 763707.0,Regular,729725,364862,6,9638,SAR 517673
245,fil-3404,2009-09-03 00:00:00,1430-09-13,Thursday,September,Ramadhan,Border,,3125,Yes,18 hrs,SAR 346338.0,Grand,488370,244185,2,8009,SAR 396357
246,fil-3405,2009-09-03 00:00:00,1430-09-13,Thursday,September,Ramadhan,Center,Hyper,925,Yes,12 hrs,SAR 17491.0,None,452525,0,5,6765,SAR 338889
247,fil-3406,2009-09-03 00:00:00,1430-09-13,Thursday,September,Ramadhan,Border,Hyper,1645,Yes,24 hrs,SAR 25827.0,None,236392,0,2,3310,SAR 158728
248,fil-3407,2009-09-03 00:00:00,1430-09-13,Thursday,September,Ramadhan,Center,Hyper,870,Yes,12 hrs,SAR 10398.0,Regular,589460,235784,10,8488,SAR 421885
249,fil-3408,2009-09-03 00:00:00,1430-09-13,Thursday,September,Ramadhan,Outskirts,Regular,1535,No,12 hrs,SAR 1128.0,None,174218,0,1,2346,SAR 118093
250,fil-3409,2009-09-03 00:00:00,1430-09-13,Thursday,September,Ramadhan,Border,Grande,3070,No,12 hrs,SAR 129484.0,None,650780,0,1,9175,SAR 400412
251,fil-3410,2009-09-03 00:00:00,1430-09-13,Thursday,September,Ramadhan,Center,Regular,300,No,12 hrs,SAR 7508.0,None,343687,0,5,3959,SAR 203694
252,fil-3411,2009-09-03 00:00:00,1430-09-13,Thursday,September,Ramadhan,Center,Hyper,760,Yes,24 hrs,SAR 79553.0,None,663033,0,11,7558,SAR 300141
253,fil-3401,2009-09-04 00:00:00,1430-09-14,Friday,September,Ramadhan,Center,Hyper,445,Yes,24 hrs,SAR 49414.0,None,290397,0,10,2940,SAR 127426
254,fil-3402,2009-09-04 00:00:00,1430-09-14,Friday,September,Ramadhan,Center,Hyper,640,No,18 hrs,SAR 29064.0,None,667405,0,8,7947,SAR 403603
255,fil-3403,2009-09-04 00:00:00,1430-09-14,Friday,September,Ramadhan,Center,Grande,1995,No,18 hrs,SAR 731462.0,Regular,729725,364862,6,11673,SAR 468475
256,fil-3404,2009-09-04 00:00:00,1430-09-14,Friday,September,Ramadhan,Border,,3125,Yes,18 hrs,SAR 366500.0,Regular,488370,195348,2,6413,SAR 352074
257,fil-3405,2009-09-04 00:00:00,1430-09-14,Friday,September,Ramadhan,Center,Hyper,925,Yes,12 hrs,SAR 16113.0,Grand,452525,271515,5,5545,SAR 254759
258,fil-3406,2009-09-04 00:00:00,1430-09-14,Fri,September,Ramadhan,,Hyper,1645,Yes,24 hrs,SAR 25725.0,None,236392,0,2,3602,SAR 178652
259,fil-3407,2009-09-04 00:00:00,1430-09-14,Friday,September,Ramadhan,Center,Hyper,870,Yes,12 hrs,SAR 12327.0,None,589460,0,10,5503,SAR 270234
260,fil-3408,2009-09-04 00:00:00,1430-09-14,Friday,Sep,Ramadhan,Outskirts,Regular,1535,No,12 hrs,SAR 1191.0,Regular,174218,104530,1,4150,SAR 232226
261,fil-3409,2009-09-04 00:00:00,1430-09-14,Friday,September,Ramadhan,Border,Grande,3070,No,12 hrs,SAR 114078.0,None,650780,0,1,14691,SAR 758511
262,fil-3410,2009-09-04 00:00:00,1430-09-14,Friday,September,Ramadhan,Center,Regular,300,No,12 hrs,SAR 6698.0,None,343687,0,5,3595,SAR 184262
263,fil-3411,2009-09-04 00:00:00,1430-09-14,Friday,September,Ramadhan,Center,Hyper,760,Yes,24 hrs,SAR 80490.0,None,663033,0,11,10512,SAR 455452
264,fil-3401,2009-09-05 00:00:00,1430-09-15,Sat,September,Ramadhan,Center,Hyper,445,Yes,24 hrs,SAR 43833.0,None,290397,0,10,2090,SAR 102663
265,fil-3402,2009-09-05 00:00:00,1430-09-15,Saturday,September,Ramadhan,Center,Hyper,640,No,18 hrs,SAR 32929.0,None,667405,0,8,11508,SAR 626331
266,fil-3403,2009-09-05 00:00:00,1430-09-15,Saturday,September,Ramadhan,Center,Grande,1995,No,18 hrs,SAR 844136.0,None,729725,0,6,15860,SAR 743959
267,fil-3404,2009-09-05 00:00:00,1430-09-15,Saturday,,Ramadhan,Border,Grande,3125,Yes,18 hrs,SAR 386023.0,Regular,488370,146511,2,9191,SAR 413472
268,fil-3405,2009-09-05 00:00:00,1430-09-15,Saturday,Sep,Ramadhan,Center,Hyper,925,Yes,12 hrs,SAR 15622.0,Regular,452525,226262,5,6162,SAR 306287
269,fil-3406,2009-09-05 00:00:00,1430-09-15,,September,Ramadhan,,Hyper,1645,Yes,24 hrs,SAR 24708.0,Grand,236392,118196,2,2212,SAR 138249
270,fil-3407,2009-09-05 00:00:00,1430-09-15,Saturday,September,Ramadhan,,,870,Yes,12 hrs,SAR 11175.0,None,589460,0,10,9519,SAR 494571
271,fil-3408,2009-09-05 00:00:00,1430-09-15,Saturday,September,Ramadhan,,Regular,1535,No,12 hrs,SAR 1214.0,None,174218,0,1,3052,SAR 155111
272,fil-3409,2009-09-05 00:00:00,1430-09-15,Saturday,September,Ramadhan,Border,Grande,3070,No,12 hrs,SAR 132474.0,Regular,650780,325390,1,8707,SAR 477969
273,fil-3410,2009-09-05 00:00:00,1430-09-15,Saturday,September,Ramadhan,Center,Regular,300,No,12 hrs,SAR 8351.0,None,343687,0,5,4074,SAR 240062
274,fil-3411,2009-09-05 00:00:00,1430-09-15,Saturday,September,Ramadhan,Center,Hyper,760,Yes,24 hrs,SAR 72001.0,None,663033,0,11,7286,SAR 421490
275,fil-3401,2009-09-06 00:00:00,1430-09-16,Sun,September,Ramadhan,Center,,445,Yes,24 hrs,SAR 51150.0,None,290397,0,10,3310,SAR 191175
276,fil-3402,2009-09-06 00:00:00,1430-09-16,Sunday,September,Ramadhan,,Hyper,640,No,18 hrs,SAR 32949.0,None,667405,0,8,9322,SAR 474305
277,fil-3403,2009-09-06 00:00:00,1430-09-16,Sun,September,Ramadhan,Center,Grande,1995,No,18 hrs,SAR 744415.0,None,729725,0,6,13590,SAR 723336
278,fil-3404,2009-09-06 00:00:00,1430-09-16,Sunday,Sep,Ramadhan,Border,Grande,3125,Yes,18 hrs,SAR 350346.0,None,488370,0,2,4211,SAR 182929
279,fil-3405,2009-09-06 00:00:00,1430-09-16,Sunday,Sep,Ramadhan,Center,,925,Yes,12 hrs,SAR 15048.0,Regular,452525,181010,5,5882,SAR 292985
280,fil-3406,2009-09-06 00:00:00,1430-09-16,Sunday,September,Ramadhan,Border,Hyper,1645,Yes,24 hrs,SAR 22408.0,Regular,236392,118196,2,3191,SAR 148079
281,fil-3407,2009-09-06 00:00:00,1430-09-16,Sunday,September,Ramadhan,Center,Hyper,870,Yes,12 hrs,SAR 14485.0,Grand,589460,294730,10,8134,SAR 420344
282,fil-3408,2009-09-06 00:00:00,1430-09-16,Sunday,September,Ramadhan,Outskirts,Regular,1535,No,12 hrs,SAR 909.0,None,174218,0,1,1835,SAR 77696
283,fil-3409,2009-09-06 00:00:00,1430-09-16,Sunday,September,Ramadhan,Border,Grande,3070,No,12 hrs,SAR 149075.0,None,650780,0,1,10122,SAR 391610
284,fil-3410,2009-09-06 00:00:00,1430-09-16,Sunday,September,Ramadhan,Center,Regular,300,No,12 hrs,SAR 8541.0,Regular,343687,103106,5,6253,SAR 317303
285,fil-3411,2009-09-06 00:00:00,1430-09-16,Sun,Sep,Ramadhan,Center,,760,Yes,24 hrs,SAR 82482.0,None,663033,0,11,5171,SAR 258442
286,fil-3401,2009-09-07 00:00:00,1430-09-17,Monday,September,Ramadhan,Center,,445,Yes,24 hrs,SAR 43595.0,Regular,290397,174238,10,2090,SAR 94311
287,fil-3402,2009-09-07 00:00:00,1430-09-17,Monday,September,Ramadhan,Center,Hyper,640,No,18 hrs,SAR 36713.0,None,667405,0,8,11555,SAR 635576
288,fil-3403,2009-09-07 00:00:00,1430-09-17,Monday,September,Ramadhan,Center,Grande,1995,No,18 hrs,SAR 709737.0,None,729725,0,6,12789,SAR 560717
289,fil-3404,2009-09-07 00:00:00,1430-09-17,Monday,September,Ramadhan,Border,Grande,3125,Yes,18 hrs,SAR 295515.0,None,488370,0,2,3682,SAR 214514
290,fil-3405,2009-09-07 00:00:00,1430-09-17,Monday,September,Ramadhan,Center,Hyper,925,Yes,12 hrs,SAR 15924.0,None,452525,0,5,6471,SAR 295687
291,fil-3406,2009-09-07 00:00:00,1430-09-17,Monday,September,Ramadhan,Border,Hyper,1645,Yes,24 hrs,SAR 21665.0,Regular,236392,70917,2,2666,SAR 134307
292,fil-3407,2009-09-07 00:00:00,1430-09-17,Monday,September,Ramadhan,Center,Hyper,870,Yes,12 hrs,SAR 10008.0,Regular,589460,235784,10,8134,SAR 317355
293,fil-3408,2009-09-07 00:00:00,1430-09-17,Monday,September,Ramadhan,Outskirts,Regular,1535,No,12 hrs,SAR 900.0,Grand,174218,52265,1,1835,SAR 86280
294,fil-3409,2009-09-07 00:00:00,1430-09-17,Monday,September,Ramadhan,Border,Grande,3070,No,12 hrs,SAR 150568.0,None,650780,0,1,9610,SAR 491522
295,fil-3410,2009-09-07 00:00:00,1430-09-17,Monday,September,Ramadhan,Center,,300,No,12 hrs,SAR 7785.0,None,343687,0,5,5712,SAR 292936
296,fil-3411,2009-09-07 00:00:00,1430-09-17,Monday,September,Ramadhan,Center,,760,Yes,24 hrs,SAR 66967.0,Regular,663033,397819,11,6365,SAR 374572
297,fil-3401,2009-09-08 00:00:00,1430-09-18,Tuesday,September,Ramadhan,Center,Hyper,445,Yes,24 hrs,SAR 46741.0,None,290397,0,10,3658,SAR 185569
298,fil-3402,2009-09-08 00:00:00,1430-09-18,,,Ramadhan,Center,Hyper,640,No,18 hrs,SAR 30772.0,Regular,667405,200221,8,9510,SAR 606776
299,fil-3403,2009-09-08 00:00:00,1430-09-18,Tue,September,Ramadhan,Center,Grande,1995,No,18 hrs,SAR 892481.0,None,729725,0,6,13730,SAR 712786
300,fil-3404,2009-09-08 00:00:00,1430-09-18,Tuesday,September,Ramadhan,Border,Grande,3125,Yes,18 hrs,SAR 361258.0,None,488370,0,2,8682,SAR 489743
301,fil-3405,2009-09-08 00:00:00,1430-09-18,Tuesday,Sep,Ramadhan,Center,Hyper,925,Yes,12 hrs,SAR 19141.0,None,452525,0,5,4706,SAR 204949
302,fil-3406,2009-09-08 00:00:00,1430-09-18,Tuesday,September,Ramadhan,Border,Hyper,1645,Yes,24 hrs,SAR 19489.0,None,236392,0,2,3208,SAR 157217
303,fil-3407,2009-09-08 00:00:00,1430-09-18,Tuesday,,Ramadhan,Center,Hyper,870,Yes,12 hrs,SAR 10767.0,Regular,589460,353676,10,4244,SAR 214428
304,fil-3408,2009-09-08 00:00:00,1430-09-18,Tuesday,September,Ramadhan,Outskirts,Regular,1535,No,12 hrs,SAR 1108.0,Regular,174218,87109,1,3595,SAR 168798
305,fil-3409,2009-09-08 00:00:00,1430-09-18,Tuesday,September,Ramadhan,Border,Grande,3070,No,12 hrs,SAR 159582.0,Grand,650780,390468,1,6764,SAR 332478
306,fil-3410,2009-09-08 00:00:00,1430-09-18,Tuesday,September,Ramadhan,,Regular,300,No,12 hrs,SAR 7620.0,None,343687,0,5,6426,SAR 259926
307,fil-3411,2009-09-08 00:00:00,1430-09-18,Tuesday,September,Ramadhan,Center,,760,Yes,24 hrs,SAR 88843.0,None,663033,0,11,5569,SAR 323213
